home_club_id,away_club_id,time,division,date,day
153,516,1-1,5A,26/11/2022,12
001,598,1-1,3C,26/11/2022,12
303,562,1-0,3C,26/11/2022,12
611,626,1-3,3C,26/11/2022,12
151,603,2-2,3C,26/11/2022,12
544,221,5-0,3C,26/11/2022,12
627,048,0-2,3C,26/11/2022,12
579,343,4-2,3C,26/11/2022,12
092,644,1-2,4D,26/11/2022,12
016,649,0-1,4D,26/11/2022,12
574,214,3-0,4D,26/11/2022,12
152,641,6-2,4D,26/11/2022,12
070,999,14:30,4D,26/11/2022,12
181,601,0-1,4D,26/11/2022,12
569,493,2-2,4D,26/11/2022,12
303,402,2-1,6D,26/11/2022,12
151,002,0-4,6D,26/11/2022,12
084,044,1-0,6D,26/11/2022,12
181,132,1-0,6D,26/11/2022,12
075,416,3-2,6D,26/11/2022,12
455,412,3-2,6D,26/11/2022,12
347,093,1-2,6D,26/11/2022,12
445,306,3-0,4B,26/11/2022,12
455,522,1-2,4B,26/11/2022,12
039,999,13:30,4B,26/11/2022,12
067,412,2-0,4B,26/11/2022,12
359,628,1-1,4B,26/11/2022,12
497,999,15:00,4B,26/11/2022,12
606,345,4-1,4B,26/11/2022,12
625,566,3-1,3D,26/11/2022,12
084,624,0-1,3D,26/11/2022,12
235,637,0-1,3D,26/11/2022,12
647,401,3-0,3D,26/11/2022,12
523,634,2-4,3D,26/11/2022,12
643,416,1-1,3D,26/11/2022,12
303,402,0-5,3D,26/11/2022,12
517,423,3-4,1,26/11/2022,12
523,229,N.C.,1,26/11/2022,12
039,542,0-0,1,26/11/2022,12
001,567,1-0,1,26/11/2022,12
092,402,2-2,1,26/11/2022,12
084,403,1-0,1,26/11/2022,12
514,249,3-2,1,26/11/2022,12
263,392,6-0,4C,26/11/2022,12
279,999,14:00,4C,26/11/2022,12
130,514,0-0,4C,26/11/2022,12
359,123,1-0,4C,26/11/2022,12
401,093,1-2,4C,26/11/2022,12
039,132,0-4,4C,26/11/2022,12
617,646,0-0,4C,26/11/2022,12
420,268,1-1,3A,26/11/2022,12
357,543,8-4,3A,26/11/2022,12
181,109,2-0,3A,26/11/2022,12
605,169,0-5,3A,26/11/2022,12
217,343,2-3,3A,26/11/2022,12
537,556,1-2,3A,26/11/2022,12
359,340,1-0,3A,26/11/2022,12
541,024,0-2,2A,26/11/2022,12
292,044,2-2,2A,26/11/2022,12
599,035,1-3,2A,26/11/2022,12
263,274,2-0,2A,26/11/2022,12
031,132,0-5,2A,26/11/2022,12
504,402,1-3,2A,26/11/2022,12
630,109,1-1,2A,26/11/2022,12
001,451,1-1,6C,26/11/2022,12
280,221,6-5,6C,26/11/2022,12
072,338,0-5,6C,26/11/2022,12
152,039,3-2,6C,26/11/2022,12
100,268,0-8,6C,26/11/2022,12
109,395,6-5,6C,26/11/2022,12
467,007,1-0,6C,26/11/2022,12
109,306,5-1,6B,26/11/2022,12
092,345,4-1,6B,26/11/2022,12
268,039,4-3,6B,26/11/2022,12
049,035,4-2,6B,26/11/2022,12
047,229,2-2,6B,26/11/2022,12
263,343,4-2,6B,26/11/2022,12
001,292,8-0,6B,26/11/2022,12
090,582,2-2,3B,26/11/2022,12
600,499,3-1,3B,26/11/2022,12
602,221,0-2,3B,26/11/2022,12
049,597,3-6,3B,26/11/2022,12
053,622,N.C.,3B,26/11/2022,12
623,268,3-2,3B,26/11/2022,12
359,402,0-1,3B,26/11/2022,12
152,132,0-2,2B,26/11/2022,12
589,345,1-5,2B,26/11/2022,12
001,109,3-0,2B,26/11/2022,12
292,044,3-1,2B,26/11/2022,12
578,388,1-4,2B,26/11/2022,12
030,002,4-1,2B,26/11/2022,12
416,137,1-3,2B,26/11/2022,12
999,067,00:00,4B,03/12/2022,13
445,522,12:30,4B,03/12/2022,13
039,455,13:30,4B,03/12/2022,13
345,306,14:00,4B,03/12/2022,13
359,412,14:00,4B,03/12/2022,13
497,999,15:00,4B,03/12/2022,13
606,628,15:30,4B,03/12/2022,13
999,654,00:00,4A,03/12/2022,13
001,022,12:30,4A,03/12/2022,13
181,574,12:30,4A,03/12/2022,13
503,039,15:00,4A,03/12/2022,13
648,488,15:00,4A,03/12/2022,13
056,057,15:30,4A,03/12/2022,13
629,221,15:30,4A,03/12/2022,13
999,100,00:00,5C,03/12/2022,13
303,063,12:30,5C,03/12/2022,13
656,664,12:30,5C,03/12/2022,13
658,657,13:30,5C,03/12/2022,13
128,662,14:00,5C,03/12/2022,13
660,428,15:30,5C,03/12/2022,13
663,517,15:30,5C,03/12/2022,13
999,401,00:00,6E,03/12/2022,13
427,132,12:30,6E,03/12/2022,13
237,039,12:30,6E,03/12/2022,13
404,375,15:30,6E,03/12/2022,13
128,537,15:30,6E,03/12/2022,13
517,001,15:30,6E,03/12/2022,13
498,123,15:30,6E,03/12/2022,13
303,412,11:00,6D,03/12/2022,13
151,402,12:30,6D,03/12/2022,13
002,044,14:00,6D,03/12/2022,13
093,455,14:00,6D,03/12/2022,13
084,132,15:00,6D,03/12/2022,13
347,416,15:30,6D,03/12/2022,13
075,181,15:30,6D,03/12/2022,13
109,132,12:00,5A,03/12/2022,13
611,152,13:30,5A,03/12/2022,13
459,562,14:00,5A,03/12/2022,13
075,516,14:00,5A,03/12/2022,13
645,153,14:00,5A,03/12/2022,13
620,007,14:00,5A,03/12/2022,13
653,999,15:30,5A,03/12/2022,13
420,340,12:30,3A,03/12/2022,13
343,605,12:30,3A,03/12/2022,13
181,357,14:00,3A,03/12/2022,13
537,543,15:00,3A,03/12/2022,13
217,109,15:00,3A,03/12/2022,13
359,169,15:30,3A,03/12/2022,13
268,556,15:30,3A,03/12/2022,13
493,999,12:30,4D,03/12/2022,13
092,649,12:30,4D,03/12/2022,13
574,601,13:00,4D,03/12/2022,13
214,016,14:00,4D,03/12/2022,13
070,641,14:30,4D,03/12/2022,13
181,152,15:30,4D,03/12/2022,13
569,644,15:30,4D,03/12/2022,13
263,123,12:30,4C,03/12/2022,13
359,646,14:00,4C,03/12/2022,13
392,999,14:00,4C,03/12/2022,13
130,039,14:00,4C,03/12/2022,13
279,132,14:00,4C,03/12/2022,13
093,617,15:30,4C,03/12/2022,13
401,514,15:30,4C,03/12/2022,13
001,611,12:30,3C,03/12/2022,13
343,544,12:30,3C,03/12/2022,13
303,221,14:00,3C,03/12/2022,13
603,048,14:00,3C,03/12/2022,13
151,562,14:30,3C,03/12/2022,13
579,598,15:30,3C,03/12/2022,13
627,626,15:30,3C,03/12/2022,13
092,249,12:30,6A,03/12/2022,13
033,152,14:00,6A,03/12/2022,13
038,402,14:00,6A,03/12/2022,13
445,292,14:00,6A,03/12/2022,13
517,132,14:00,6A,03/12/2022,13
388,005,15:30,6A,03/12/2022,13
376,423,15:30,6A,03/12/2022,13
541,109,12:30,2A,03/12/2022,13
292,132,13:30,2A,03/12/2022,13
024,599,13:30,2A,03/12/2022,13
263,402,14:00,2A,03/12/2022,13
274,044,14:00,2A,03/12/2022,13
630,031,15:30,2A,03/12/2022,13
504,035,15:30,2A,03/12/2022,13
517,542,12:30,1,03/12/2022,13
523,567,13:00,1,03/12/2022,13
001,039,14:00,1,03/12/2022,13
229,514,14:00,1,03/12/2022,13
084,402,15:00,1,03/12/2022,13
403,423,15:30,1,03/12/2022,13
092,249,15:30,1,03/12/2022,13
109,039,13:30,6B,03/12/2022,13
343,049,14:00,6B,03/12/2022,13
092,035,14:00,6B,03/12/2022,13
263,292,15:30,6B,03/12/2022,13
047,345,15:30,6B,03/12/2022,13
229,306,15:30,6B,03/12/2022,13
001,268,15:30,6B,03/12/2022,13
084,402,13:30,3D,03/12/2022,13
634,235,14:00,3D,03/12/2022,13
624,401,14:00,3D,03/12/2022,13
523,416,14:45,3D,03/12/2022,13
647,566,15:00,3D,03/12/2022,13
643,625,15:30,3D,03/12/2022,13
303,637,15:30,3D,03/12/2022,13
090,597,13:30,3B,03/12/2022,13
600,049,14:00,3B,03/12/2022,13
622,582,14:00,3B,03/12/2022,13
053,402,15:30,3B,03/12/2022,13
623,499,15:30,3B,03/12/2022,13
359,221,15:30,3B,03/12/2022,13
268,602,15:30,3B,03/12/2022,13
388,416,13:45,2B,03/12/2022,13
002,044,14:00,2B,03/12/2022,13
589,137,14:45,2B,03/12/2022,13
292,132,15:00,2B,03/12/2022,13
030,345,15:30,2B,03/12/2022,13
001,152,15:30,2B,03/12/2022,13
578,109,15:30,2B,03/12/2022,13
652,593,14:00,5B,03/12/2022,13
572,619,14:00,5B,03/12/2022,13
330,999,14:00,5B,03/12/2022,13
514,659,15:30,5B,03/12/2022,13
635,417,15:30,5B,03/12/2022,13
338,655,15:30,5B,03/12/2022,13
498,661,15:30,5B,03/12/2022,13
100,007,14:00,6C,03/12/2022,13
001,221,14:00,6C,03/12/2022,13
268,280,14:00,6C,03/12/2022,13
072,451,14:00,6C,03/12/2022,13
338,395,14:00,6C,03/12/2022,13
109,039,15:00,6C,03/12/2022,13
467,152,15:30,6C,03/12/2022,13
999,652,00:00,5B,10/12/2022,14
655,498,12:30,5B,10/12/2022,14
659,635,12:30,5B,10/12/2022,14
661,330,13:30,5B,10/12/2022,14
619,514,15:00,5B,10/12/2022,14
417,338,15:00,5B,10/12/2022,14
593,572,15:30,5B,10/12/2022,14
999,214,00:00,4D,10/12/2022,14
641,574,12:30,4D,10/12/2022,14
649,070,12:30,4D,10/12/2022,14
016,181,12:30,4D,10/12/2022,14
152,092,14:00,4D,10/12/2022,14
644,493,14:45,4D,10/12/2022,14
601,569,15:30,4D,10/12/2022,14
999,093,00:00,4C,10/12/2022,14
123,392,14:00,4C,10/12/2022,14
514,263,15:30,4C,10/12/2022,14
132,401,15:30,4C,10/12/2022,14
039,359,15:30,4C,10/12/2022,14
617,130,15:30,4C,10/12/2022,14
646,279,15:30,4C,10/12/2022,14
999,606,00:00,4B,10/12/2022,14
522,497,12:30,4B,10/12/2022,14
455,359,13:00,4B,10/12/2022,14
412,445,13:30,4B,10/12/2022,14
067,039,14:00,4B,10/12/2022,14
306,999,14:00,4B,10/12/2022,14
628,345,15:30,4B,10/12/2022,14
999,645,00:00,5A,10/12/2022,14
516,109,12:30,5A,10/12/2022,14
132,620,13:00,5A,10/12/2022,14
007,459,13:30,5A,10/12/2022,14
562,653,14:00,5A,10/12/2022,14
152,075,15:30,5A,10/12/2022,14
153,611,15:30,5A,10/12/2022,14
657,660,11:30,5C,10/12/2022,14
517,303,12:30,5C,10/12/2022,14
063,999,13:30,5C,10/12/2022,14
100,128,14:00,5C,10/12/2022,14
662,658,15:00,5C,10/12/2022,14
664,663,15:30,5C,10/12/2022,14
428,656,15:30,5C,10/12/2022,14
109,420,12:00,3A,10/12/2022,14
357,359,14:00,3A,10/12/2022,14
556,343,14:00,3A,10/12/2022,14
605,181,14:00,3A,10/12/2022,14
543,217,14:30,3A,10/12/2022,14
169,537,15:30,3A,10/12/2022,14
340,268,15:30,3A,10/12/2022,14
039,999,12:30,4A,10/12/2022,14
488,056,13:00,4A,10/12/2022,14
574,503,13:00,4A,10/12/2022,14
057,001,14:00,4A,10/12/2022,14
654,648,15:30,4A,10/12/2022,14
022,629,15:30,4A,10/12/2022,14
221,181,15:30,4A,10/12/2022,14
402,622,12:30,3B,10/12/2022,14
221,090,14:00,3B,10/12/2022,14
597,623,15:00,3B,10/12/2022,14
582,268,15:30,3B,10/12/2022,14
602,600,15:30,3B,10/12/2022,14
049,359,15:30,3B,10/12/2022,14
499,053,15:30,3B,10/12/2022,14
598,151,12:30,3C,10/12/2022,14
611,303,14:00,3C,10/12/2022,14
544,001,15:30,3C,10/12/2022,14
221,627,15:30,3C,10/12/2022,14
626,579,15:30,3C,10/12/2022,14
562,603,15:30,3C,10/12/2022,14
048,343,15:30,3C,10/12/2022,14
625,303,12:30,3D,10/12/2022,14
416,084,12:30,3D,10/12/2022,14
235,643,14:00,3D,10/12/2022,14
402,624,14:00,3D,10/12/2022,14
566,523,14:00,3D,10/12/2022,14
401,634,15:30,3D,10/12/2022,14
637,647,15:30,3D,10/12/2022,14
345,002,12:30,2B,10/12/2022,14
109,030,13:30,2B,10/12/2022,14
044,388,14:00,2B,10/12/2022,14
152,589,14:00,2B,10/12/2022,14
416,001,15:30,2B,10/12/2022,14
137,292,15:30,2B,10/12/2022,14
132,578,15:30,2B,10/12/2022,14
044,024,12:30,2A,10/12/2022,14
402,274,12:30,2A,10/12/2022,14
132,541,13:00,2A,10/12/2022,14
035,292,14:00,2A,10/12/2022,14
599,630,14:00,2A,10/12/2022,14
109,263,15:00,2A,10/12/2022,14
031,504,15:00,2A,10/12/2022,14
035,109,12:30,6B,10/12/2022,14
268,092,13:30,6B,10/12/2022,14
345,229,14:00,6B,10/12/2022,14
292,047,15:00,6B,10/12/2022,14
306,343,15:30,6B,10/12/2022,14
049,001,15:30,6B,10/12/2022,14
039,263,15:30,6B,10/12/2022,14
423,229,13:00,1,10/12/2022,14
542,523,13:30,1,10/12/2022,14
567,084,13:30,1,10/12/2022,14
402,403,14:00,1,10/12/2022,14
039,092,14:00,1,10/12/2022,14
514,001,15:30,1,10/12/2022,14
249,517,15:30,1,10/12/2022,14
132,347,13:00,6D,10/12/2022,14
416,151,14:00,6D,10/12/2022,14
044,093,14:00,6D,10/12/2022,14
181,303,15:00,6D,10/12/2022,14
412,084,15:00,6D,10/12/2022,14
402,002,15:30,6D,10/12/2022,14
455,075,15:30,6D,10/12/2022,14
292,038,13:30,6A,10/12/2022,14
249,517,14:00,6A,10/12/2022,14
423,388,14:30,6A,10/12/2022,14
005,033,15:15,6A,10/12/2022,14
152,092,15:30,6A,10/12/2022,14
402,376,15:30,6A,10/12/2022,14
132,445,15:30,6A,10/12/2022,14
401,237,14:00,6E,10/12/2022,14
537,498,15:00,6E,10/12/2022,14
039,427,15:30,6E,10/12/2022,14
132,128,15:30,6E,10/12/2022,14
123,517,15:30,6E,10/12/2022,14
375,999,15:30,6E,10/12/2022,14
001,404,15:30,6E,10/12/2022,14
395,268,14:00,6C,10/12/2022,14
280,467,14:00,6C,10/12/2022,14
039,100,14:00,6C,10/12/2022,14
152,001,14:00,6C,10/12/2022,14
221,109,14:00,6C,10/12/2022,14
007,072,15:00,6C,10/12/2022,14
451,338,15:30,6C,10/12/2022,14
999,488,00:00,4A,17/12/2022,15
001,221,12:30,4A,17/12/2022,15
181,039,12:30,4A,17/12/2022,15
648,056,15:00,4A,17/12/2022,15
503,654,15:00,4A,17/12/2022,15
022,057,15:30,4A,17/12/2022,15
629,574,15:30,4A,17/12/2022,15
999,662,00:00,5C,17/12/2022,15
303,100,12:30,5C,17/12/2022,15
517,664,12:30,5C,17/12/2022,15
658,428,13:30,5C,17/12/2022,15
128,657,14:00,5C,17/12/2022,15
663,063,15:30,5C,17/12/2022,15
660,656,15:30,5C,17/12/2022,15
999,039,00:00,6E,17/12/2022,15
427,537,12:30,6E,17/12/2022,15
237,132,12:30,6E,17/12/2022,15
401,375,14:00,6E,17/12/2022,15
517,404,15:30,6E,17/12/2022,15
498,001,15:30,6E,17/12/2022,15
128,123,15:30,6E,17/12/2022,15
303,132,11:00,6D,17/12/2022,15
151,044,12:30,6D,17/12/2022,15
002,093,14:00,6D,17/12/2022,15
084,416,15:00,6D,17/12/2022,15
181,455,15:00,6D,17/12/2022,15
075,412,15:30,6D,17/12/2022,15
347,402,15:30,6D,17/12/2022,15
109,007,12:00,5A,17/12/2022,15
611,516,13:30,5A,17/12/2022,15
459,999,14:00,5A,17/12/2022,15
620,562,14:00,5A,17/12/2022,15
075,132,14:00,5A,17/12/2022,15
653,645,15:30,5A,17/12/2022,15
152,153,15:30,5A,17/12/2022,15
420,556,12:30,3A,17/12/2022,15
357,605,14:00,3A,17/12/2022,15
181,169,14:00,3A,17/12/2022,15
217,340,15:00,3A,17/12/2022,15
537,109,15:00,3A,17/12/2022,15
268,343,15:30,3A,17/12/2022,15
359,543,15:30,3A,17/12/2022,15
001,221,12:30,3C,17/12/2022,15
603,343,14:00,3C,17/12/2022,15
303,626,14:00,3C,17/12/2022,15
611,544,14:00,3C,17/12/2022,15
151,048,14:30,3C,17/12/2022,15
579,562,15:30,3C,17/12/2022,15
627,598,15:30,3C,17/12/2022,15
493,214,12:30,4D,17/12/2022,15
092,641,12:30,4D,17/12/2022,15
574,644,13:00,4D,17/12/2022,15
152,016,14:00,4D,17/12/2022,15
070,601,14:30,4D,17/12/2022,15
181,649,15:30,4D,17/12/2022,15
569,999,15:30,4D,17/12/2022,15
445,999,12:30,4B,17/12/2022,15
455,067,13:00,4B,17/12/2022,15
039,412,13:30,4B,17/12/2022,15
359,522,14:00,4B,17/12/2022,15
345,999,14:00,4B,17/12/2022,15
497,628,15:00,4B,17/12/2022,15
606,306,15:30,4B,17/12/2022,15
625,235,12:30,3D,17/12/2022,15
084,401,13:30,3D,17/12/2022,15
624,634,14:00,3D,17/12/2022,15
523,402,14:45,3D,17/12/2022,15
647,416,15:00,3D,17/12/2022,15
303,566,15:30,3D,17/12/2022,15
643,637,15:30,3D,17/12/2022,15
263,999,12:30,4C,17/12/2022,15
359,132,14:00,4C,17/12/2022,15
130,646,14:00,4C,17/12/2022,15
279,514,14:00,4C,17/12/2022,15
392,093,14:00,4C,17/12/2022,15
039,617,15:30,4C,17/12/2022,15
401,123,15:30,4C,17/12/2022,15
092,132,12:30,6A,17/12/2022,15
033,249,14:00,6A,17/12/2022,15
517,292,14:00,6A,17/12/2022,15
445,402,14:00,6A,17/12/2022,15
038,423,14:00,6A,17/12/2022,15
376,388,15:30,6A,17/12/2022,15
152,005,15:30,6A,17/12/2022,15
541,402,12:30,2A,17/12/2022,15
292,109,13:30,2A,17/12/2022,15
274,024,14:00,2A,17/12/2022,15
263,044,14:00,2A,17/12/2022,15
031,599,15:00,2A,17/12/2022,15
504,132,15:30,2A,17/12/2022,15
630,035,15:30,2A,17/12/2022,15
517,567,12:30,1,17/12/2022,15
523,402,13:00,1,17/12/2022,15
039,514,14:00,1,17/12/2022,15
001,249,14:00,1,17/12/2022,15
084,423,15:00,1,17/12/2022,15
092,542,15:30,1,17/12/2022,15
403,229,15:30,1,17/12/2022,15
268,049,13:30,6B,17/12/2022,15
109,292,13:30,6B,17/12/2022,15
092,039,14:00,6B,17/12/2022,15
229,343,15:30,6B,17/12/2022,15
047,306,15:30,6B,17/12/2022,15
263,345,15:30,6B,17/12/2022,15
001,035,15:30,6B,17/12/2022,15
090,499,13:30,3B,17/12/2022,15
622,268,14:00,3B,17/12/2022,15
600,221,14:00,3B,17/12/2022,15
623,402,15:30,3B,17/12/2022,15
049,602,15:30,3B,17/12/2022,15
359,597,15:30,3B,17/12/2022,15
053,582,15:30,3B,17/12/2022,15
652,619,14:00,5B,17/12/2022,15
572,659,14:00,5B,17/12/2022,15
498,330,15:30,5B,17/12/2022,15
338,661,15:30,5B,17/12/2022,15
635,655,15:30,5B,17/12/2022,15
514,417,15:30,5B,17/12/2022,15
593,999,15:30,5B,17/12/2022,15
072,395,14:00,6C,17/12/2022,15
001,039,14:00,6C,17/12/2022,15
338,268,14:00,6C,17/12/2022,15
152,280,14:00,6C,17/12/2022,15
100,451,14:00,6C,17/12/2022,15
109,007,15:00,6C,17/12/2022,15
467,221,15:30,6C,17/12/2022,15
152,416,14:00,2B,17/12/2022,15
002,388,14:00,2B,17/12/2022,15
589,132,14:45,2B,17/12/2022,15
292,109,15:00,2B,17/12/2022,15
001,137,15:30,2B,17/12/2022,15
578,345,15:30,2B,17/12/2022,15
030,044,15:30,2B,17/12/2022,15
999,153,00:00,5A,07/01/2023,16
109,152,12:00,5A,07/01/2023,16
459,132,14:00,5A,07/01/2023,16
645,562,14:00,5A,07/01/2023,16
075,611,14:00,5A,07/01/2023,16
620,516,14:00,5A,07/01/2023,16
653,007,15:30,5A,07/01/2023,16
999,574,00:00,4A,07/01/2023,16
181,022,12:30,4A,07/01/2023,16
488,057,13:00,4A,07/01/2023,16
648,039,15:00,4A,07/01/2023,16
503,221,15:00,4A,07/01/2023,16
629,001,15:30,4A,07/01/2023,16
056,654,15:30,4A,07/01/2023,16
999,517,00:00,5C,07/01/2023,16
303,663,12:30,5C,07/01/2023,16
656,657,12:30,5C,07/01/2023,16
658,100,13:30,5C,07/01/2023,16
128,063,14:00,5C,07/01/2023,16
428,664,15:30,5C,07/01/2023,16
660,662,15:30,5C,07/01/2023,16
999,016,00:00,4D,07/01/2023,16
493,601,12:30,4D,07/01/2023,16
092,181,12:30,4D,07/01/2023,16
574,649,13:00,4D,07/01/2023,16
214,644,14:00,4D,07/01/2023,16
070,152,14:30,4D,07/01/2023,16
569,641,15:30,4D,07/01/2023,16
999,628,00:00,4B,07/01/2023,16
445,455,12:30,4B,07/01/2023,16
306,067,14:00,4B,07/01/2023,16
359,039,14:00,4B,07/01/2023,16
345,999,14:00,4B,07/01/2023,16
497,412,15:00,4B,07/01/2023,16
606,522,15:30,4B,07/01/2023,16
999,617,00:00,4C,07/01/2023,16
263,132,12:30,4C,07/01/2023,16
359,130,14:00,4C,07/01/2023,16
279,039,14:00,4C,07/01/2023,16
392,514,14:00,4C,07/01/2023,16
401,646,15:30,4C,07/01/2023,16
093,123,15:30,4C,07/01/2023,16
303,075,11:00,6D,07/01/2023,16
151,132,12:30,6D,07/01/2023,16
093,402,14:00,6D,07/01/2023,16
002,416,14:00,6D,07/01/2023,16
044,455,14:00,6D,07/01/2023,16
084,181,15:00,6D,07/01/2023,16
347,412,15:30,6D,07/01/2023,16
517,039,12:30,1,07/01/2023,16
523,249,13:00,1,07/01/2023,16
423,514,13:00,1,07/01/2023,16
229,402,14:00,1,07/01/2023,16
084,542,15:00,1,07/01/2023,16
403,567,15:30,1,07/01/2023,16
092,001,15:30,1,07/01/2023,16
343,340,12:30,3A,07/01/2023,16
420,543,12:30,3A,07/01/2023,16
556,605,14:00,3A,07/01/2023,16
217,169,15:00,3A,07/01/2023,16
537,357,15:00,3A,07/01/2023,16
359,181,15:30,3A,07/01/2023,16
268,109,15:30,3A,07/01/2023,16
343,562,12:30,3C,07/01/2023,16
303,001,14:00,3C,07/01/2023,16
603,598,14:00,3C,07/01/2023,16
151,626,14:30,3C,07/01/2023,16
579,221,15:30,3C,07/01/2023,16
048,544,15:30,3C,07/01/2023,16
627,611,15:30,3C,07/01/2023,16
092,033,12:30,6A,07/01/2023,16
517,152,14:00,6A,07/01/2023,16
038,132,14:00,6A,07/01/2023,16
445,249,14:00,6A,07/01/2023,16
423,005,14:30,6A,07/01/2023,16
388,402,15:30,6A,07/01/2023,16
376,292,15:30,6A,07/01/2023,16
237,999,12:30,6E,07/01/2023,16
427,401,12:30,6E,07/01/2023,16
001,375,15:30,6E,07/01/2023,16
128,039,15:30,6E,07/01/2023,16
498,132,15:30,6E,07/01/2023,16
517,537,15:30,6E,07/01/2023,16
404,123,15:30,6E,07/01/2023,16
044,599,12:30,2A,07/01/2023,16
541,035,12:30,2A,07/01/2023,16
292,031,13:30,2A,07/01/2023,16
024,402,13:30,2A,07/01/2023,16
274,109,14:00,2A,07/01/2023,16
263,132,14:00,2A,07/01/2023,16
504,630,15:30,2A,07/01/2023,16
661,999,13:30,5B,07/01/2023,16
330,655,14:00,5B,07/01/2023,16
572,652,14:00,5B,07/01/2023,16
514,593,15:30,5B,07/01/2023,16
498,417,15:30,5B,07/01/2023,16
338,659,15:30,5B,07/01/2023,16
635,619,15:30,5B,07/01/2023,16
084,566,13:30,3D,07/01/2023,16
634,402,14:00,3D,07/01/2023,16
624,416,14:00,3D,07/01/2023,16
523,637,14:45,3D,07/01/2023,16
647,625,15:00,3D,07/01/2023,16
303,643,15:30,3D,07/01/2023,16
401,235,15:30,3D,07/01/2023,16
109,268,13:30,6B,07/01/2023,16
092,001,14:00,6B,07/01/2023,16
343,345,14:00,6B,07/01/2023,16
229,292,15:30,6B,07/01/2023,16
263,035,15:30,6B,07/01/2023,16
306,049,15:30,6B,07/01/2023,16
047,039,15:30,6B,07/01/2023,16
090,049,13:30,3B,07/01/2023,16
622,499,14:00,3B,07/01/2023,16
359,600,15:30,3B,07/01/2023,16
268,402,15:30,3B,07/01/2023,16
053,597,15:30,3B,07/01/2023,16
623,221,15:30,3B,07/01/2023,16
582,602,15:30,3B,07/01/2023,16
388,345,13:45,2B,07/01/2023,16
002,109,14:00,2B,07/01/2023,16
044,416,14:00,2B,07/01/2023,16
589,001,14:45,2B,07/01/2023,16
292,152,15:00,2B,07/01/2023,16
578,137,15:30,2B,07/01/2023,16
030,132,15:30,2B,07/01/2023,16
100,221,14:00,6C,07/01/2023,16
395,280,14:00,6C,07/01/2023,16
338,007,14:00,6C,07/01/2023,16
268,451,14:00,6C,07/01/2023,16
072,039,14:00,6C,07/01/2023,16
001,467,14:00,6C,07/01/2023,16
109,152,15:00,6C,07/01/2023,16
999,427,00:00,6E,14/01/2023,17
401,128,14:00,6E,14/01/2023,17
537,404,15:00,6E,14/01/2023,17
132,517,15:30,6E,14/01/2023,17
039,498,15:30,6E,14/01/2023,17
375,237,15:30,6E,14/01/2023,17
123,001,15:30,6E,14/01/2023,17
999,999,00:00,4B,14/01/2023,17
522,345,12:30,4B,14/01/2023,17
455,497,13:00,4B,14/01/2023,17
039,445,13:30,4B,14/01/2023,17
412,606,13:30,4B,14/01/2023,17
067,359,14:00,4B,14/01/2023,17
628,306,15:30,4B,14/01/2023,17
999,572,00:00,5B,14/01/2023,17
659,498,12:30,5B,14/01/2023,17
655,661,12:30,5B,14/01/2023,17
652,514,14:00,5B,14/01/2023,17
417,330,15:00,5B,14/01/2023,17
619,338,15:00,5B,14/01/2023,17
593,635,15:30,5B,14/01/2023,17
657,428,11:30,5C,14/01/2023,17
517,128,12:30,5C,14/01/2023,17
063,658,13:30,5C,14/01/2023,17
100,660,14:00,5C,14/01/2023,17
662,656,15:00,5C,14/01/2023,17
663,999,15:30,5C,14/01/2023,17
664,303,15:30,5C,14/01/2023,17
109,343,12:00,3A,14/01/2023,17
357,217,14:00,3A,14/01/2023,17
181,537,14:00,3A,14/01/2023,17
605,359,14:00,3A,14/01/2023,17
543,268,14:30,3A,14/01/2023,17
340,556,15:30,3A,14/01/2023,17
169,420,15:30,3A,14/01/2023,17
516,459,12:30,5A,14/01/2023,17
132,653,13:00,5A,14/01/2023,17
611,109,13:30,5A,14/01/2023,17
007,645,13:30,5A,14/01/2023,17
562,999,14:00,5A,14/01/2023,17
153,075,15:30,5A,14/01/2023,17
152,620,15:30,5A,14/01/2023,17
402,582,12:30,3B,14/01/2023,17
221,053,14:00,3B,14/01/2023,17
600,090,14:00,3B,14/01/2023,17
597,622,15:00,3B,14/01/2023,17
499,268,15:30,3B,14/01/2023,17
602,359,15:30,3B,14/01/2023,17
049,623,15:30,3B,14/01/2023,17
625,523,12:30,3D,14/01/2023,17
416,634,12:30,3D,14/01/2023,17
566,624,14:00,3D,14/01/2023,17
402,401,14:00,3D,14/01/2023,17
235,303,14:00,3D,14/01/2023,17
643,647,15:30,3D,14/01/2023,17
637,084,15:30,3D,14/01/2023,17
598,343,12:30,3C,14/01/2023,17
001,627,12:30,3C,14/01/2023,17
611,579,14:00,3C,14/01/2023,17
562,048,15:30,3C,14/01/2023,17
544,303,15:30,3C,14/01/2023,17
221,151,15:30,3C,14/01/2023,17
626,603,15:30,3C,14/01/2023,17
035,047,12:30,6B,14/01/2023,17
268,263,13:30,6B,14/01/2023,17
345,306,14:00,6B,14/01/2023,17
292,343,15:00,6B,14/01/2023,17
039,229,15:30,6B,14/01/2023,17
001,109,15:30,6B,14/01/2023,17
049,092,15:30,6B,14/01/2023,17
001,181,12:30,4A,14/01/2023,17
039,056,12:30,4A,14/01/2023,17
574,648,13:00,4A,14/01/2023,17
057,629,14:00,4A,14/01/2023,17
022,503,15:30,4A,14/01/2023,17
221,999,15:30,4A,14/01/2023,17
