home_club_id,away_club_id,time,division,date,day
292,033,13:30,6A,25/02/2023,22
249,005,14:00,6A,25/02/2023,22
423,517,14:30,6A,25/02/2023,22
402,092,15:30,6A,25/02/2023,22
132,152,15:30,6A,25/02/2023,22
376,038,15:30,6A,25/02/2023,22
388,445,15:30,6A,25/02/2023,22
268,100,14:00,6C,25/02/2023,22
221,280,14:00,6C,25/02/2023,22
338,072,14:00,6C,25/02/2023,22
395,109,14:00,6C,25/02/2023,22
039,152,14:00,6C,25/02/2023,22
007,467,15:00,6C,25/02/2023,22
451,001,15:30,6C,25/02/2023,22
537,999,15:00,6E,25/02/2023,22
039,375,15:30,6E,25/02/2023,22
517,498,15:30,6E,25/02/2023,22
404,128,15:30,6E,25/02/2023,22
001,427,15:30,6E,25/02/2023,22
123,237,15:30,6E,25/02/2023,22
132,401,15:30,6E,25/02/2023,22
999,412,00:00,4B,04/03/2023,23
999,359,00:00,4B,04/03/2023,23
522,067,12:30,4B,04/03/2023,23
345,445,14:00,4B,04/03/2023,23
306,039,14:00,4B,04/03/2023,23
606,497,15:30,4B,04/03/2023,23
628,455,15:30,4B,04/03/2023,23
999,611,00:00,5A,04/03/2023,23
132,153,13:00,5A,04/03/2023,23
007,516,13:30,5A,04/03/2023,23
562,152,14:00,5A,04/03/2023,23
459,620,14:00,5A,04/03/2023,23
645,075,14:00,5A,04/03/2023,23
653,109,15:30,5A,04/03/2023,23
999,181,00:00,4D,04/03/2023,23
641,016,12:30,4D,04/03/2023,23
493,070,12:30,4D,04/03/2023,23
214,092,14:00,4D,04/03/2023,23
644,152,14:45,4D,04/03/2023,23
601,649,15:30,4D,04/03/2023,23
569,574,15:30,4D,04/03/2023,23
999,503,00:00,4A,04/03/2023,23
039,221,12:30,4A,04/03/2023,23
574,057,13:00,4A,04/03/2023,23
488,001,13:00,4A,04/03/2023,23
648,181,15:00,4A,04/03/2023,23
654,022,15:30,4A,04/03/2023,23
056,629,15:30,4A,04/03/2023,23
999,130,00:00,4C,04/03/2023,23
263,401,12:30,4C,04/03/2023,23
123,039,14:00,4C,04/03/2023,23
392,279,14:00,4C,04/03/2023,23
132,617,15:30,4C,04/03/2023,23
514,646,15:30,4C,04/03/2023,23
093,359,15:30,4C,04/03/2023,23
657,517,11:30,5C,04/03/2023,23
656,303,12:30,5C,04/03/2023,23
658,128,13:30,5C,04/03/2023,23
100,664,14:00,5C,04/03/2023,23
662,063,15:00,5C,04/03/2023,23
660,999,15:30,5C,04/03/2023,23
428,663,15:30,5C,04/03/2023,23
109,169,12:00,3A,04/03/2023,23
420,217,12:30,3A,04/03/2023,23
343,359,12:30,3A,04/03/2023,23
556,181,14:00,3A,04/03/2023,23
543,605,14:30,3A,04/03/2023,23
340,357,15:30,3A,04/03/2023,23
268,537,15:30,3A,04/03/2023,23
655,593,12:30,5B,04/03/2023,23
659,999,12:30,5B,04/03/2023,23
661,652,13:30,5B,04/03/2023,23
330,572,14:00,5B,04/03/2023,23
417,619,15:00,5B,04/03/2023,23
338,635,15:30,5B,04/03/2023,23
498,514,15:30,5B,04/03/2023,23
402,049,12:30,3B,04/03/2023,23
622,090,14:00,3B,04/03/2023,23
597,602,15:00,3B,04/03/2023,23
582,600,15:30,3B,04/03/2023,23
268,359,15:30,3B,04/03/2023,23
053,623,15:30,3B,04/03/2023,23
499,221,15:30,3B,04/03/2023,23
343,303,12:30,3C,04/03/2023,23
598,221,12:30,3C,04/03/2023,23
603,627,14:00,3C,04/03/2023,23
151,579,14:30,3C,04/03/2023,23
626,544,15:30,3C,04/03/2023,23
048,001,15:30,3C,04/03/2023,23
562,611,15:30,3C,04/03/2023,23
416,637,12:30,3D,04/03/2023,23
084,523,13:30,3D,04/03/2023,23
402,625,14:00,3D,04/03/2023,23
634,303,14:00,3D,04/03/2023,23
624,647,14:00,3D,04/03/2023,23
566,235,14:00,3D,04/03/2023,23
401,643,15:30,3D,04/03/2023,23
151,347,12:30,6D,04/03/2023,23
132,455,13:00,6D,04/03/2023,23
416,412,14:00,6D,04/03/2023,23
044,075,14:00,6D,04/03/2023,23
093,303,14:00,6D,04/03/2023,23
002,084,14:00,6D,04/03/2023,23
402,181,15:30,6D,04/03/2023,23
345,152,12:30,2B,04/03/2023,23
109,137,13:30,2B,04/03/2023,23
388,589,13:45,2B,04/03/2023,23
044,001,14:00,2B,04/03/2023,23
002,292,14:00,2B,04/03/2023,23
132,416,15:30,2B,04/03/2023,23
030,578,15:30,2B,04/03/2023,23
044,630,12:30,2A,04/03/2023,23
402,031,12:30,2A,04/03/2023,23
132,599,13:00,2A,04/03/2023,23
024,504,13:30,2A,04/03/2023,23
263,541,14:00,2A,04/03/2023,23
274,292,14:00,2A,04/03/2023,23
109,035,15:00,2A,04/03/2023,23
423,001,13:00,1,04/03/2023,23
567,249,13:30,1,04/03/2023,23
542,514,13:30,1,04/03/2023,23
402,039,14:00,1,04/03/2023,23
229,092,14:00,1,04/03/2023,23
084,523,15:00,1,04/03/2023,23
403,517,15:30,1,04/03/2023,23
292,249,13:30,6A,04/03/2023,23
038,445,14:00,6A,04/03/2023,23
423,033,14:30,6A,04/03/2023,23
388,092,15:30,6A,04/03/2023,23
132,005,15:30,6A,04/03/2023,23
376,517,15:30,6A,04/03/2023,23
402,152,15:30,6A,04/03/2023,23
343,092,14:00,6B,04/03/2023,23
345,268,14:00,6B,04/03/2023,23
292,035,15:00,6B,04/03/2023,23
039,049,15:30,6B,04/03/2023,23
047,263,15:30,6B,04/03/2023,23
229,109,15:30,6B,04/03/2023,23
306,001,15:30,6B,04/03/2023,23
395,467,14:00,6C,04/03/2023,23
268,001,14:00,6C,04/03/2023,23
338,109,14:00,6C,04/03/2023,23
072,100,14:00,6C,04/03/2023,23
039,280,14:00,6C,04/03/2023,23
007,221,15:00,6C,04/03/2023,23
451,152,15:30,6C,04/03/2023,23
537,039,15:00,6E,04/03/2023,23
498,128,15:30,6E,04/03/2023,23
132,375,15:30,6E,04/03/2023,23
517,427,15:30,6E,04/03/2023,23
404,237,15:30,6E,04/03/2023,23
001,999,15:30,6E,04/03/2023,23
123,401,15:30,6E,04/03/2023,23
999,657,00:00,5C,11/03/2023,24
303,662,12:30,5C,11/03/2023,24
517,063,12:30,5C,11/03/2023,24
658,656,13:30,5C,11/03/2023,24
128,428,14:00,5C,11/03/2023,24
663,100,15:30,5C,11/03/2023,24
660,664,15:30,5C,11/03/2023,24
999,056,00:00,4A,11/03/2023,24
001,574,12:30,4A,11/03/2023,24
181,654,12:30,4A,11/03/2023,24
648,057,15:00,4A,11/03/2023,24
503,488,15:00,4A,11/03/2023,24
022,221,15:30,4A,11/03/2023,24
629,039,15:30,4A,11/03/2023,24
999,132,00:00,6E,11/03/2023,24
427,123,12:30,6E,11/03/2023,24
237,537,12:30,6E,11/03/2023,24
401,039,14:00,6E,11/03/2023,24
517,375,15:30,6E,11/03/2023,24
128,001,15:30,6E,11/03/2023,24
498,404,15:30,6E,11/03/2023,24
303,416,11:00,6D,11/03/2023,24
151,093,12:30,6D,11/03/2023,24
002,455,14:00,6D,11/03/2023,24
084,402,15:00,6D,11/03/2023,24
181,412,15:00,6D,11/03/2023,24
075,132,15:30,6D,11/03/2023,24
347,044,15:30,6D,11/03/2023,24
109,562,12:00,5A,11/03/2023,24
611,132,13:30,5A,11/03/2023,24
620,999,14:00,5A,11/03/2023,24
459,645,14:00,5A,11/03/2023,24
075,007,14:00,5A,11/03/2023,24
653,153,15:30,5A,11/03/2023,24
152,516,15:30,5A,11/03/2023,24
445,628,12:30,4B,11/03/2023,24
455,412,13:00,4B,11/03/2023,24
039,522,13:30,4B,11/03/2023,24
345,067,14:00,4B,11/03/2023,24
359,999,14:00,4B,11/03/2023,24
497,306,15:00,4B,11/03/2023,24
606,999,15:30,4B,11/03/2023,24
420,343,12:30,3A,11/03/2023,24
357,169,14:00,3A,11/03/2023,24
181,543,14:00,3A,11/03/2023,24
537,340,15:00,3A,11/03/2023,24
217,556,15:00,3A,11/03/2023,24
359,109,15:30,3A,11/03/2023,24
268,605,15:30,3A,11/03/2023,24
625,637,12:30,3D,11/03/2023,24
084,634,13:30,3D,11/03/2023,24
624,235,14:00,3D,11/03/2023,24
523,401,14:45,3D,11/03/2023,24
647,402,15:00,3D,11/03/2023,24
303,416,15:30,3D,11/03/2023,24
643,566,15:30,3D,11/03/2023,24
092,292,12:30,6A,11/03/2023,24
033,132,14:00,6A,11/03/2023,24
517,402,14:00,6A,11/03/2023,24
445,423,14:00,6A,11/03/2023,24
038,388,14:00,6A,11/03/2023,24
376,005,15:30,6A,11/03/2023,24
152,249,15:30,6A,11/03/2023,24
001,626,12:30,3C,11/03/2023,24
603,544,14:00,3C,11/03/2023,24
611,221,14:00,3C,11/03/2023,24
303,598,14:00,3C,11/03/2023,24
151,343,14:30,3C,11/03/2023,24
579,048,15:30,3C,11/03/2023,24
627,562,15:30,3C,11/03/2023,24
263,093,12:30,4C,11/03/2023,24
279,123,14:00,4C,11/03/2023,24
130,132,14:00,4C,11/03/2023,24
392,617,14:00,4C,11/03/2023,24
359,514,14:00,4C,11/03/2023,24
401,999,15:30,4C,11/03/2023,24
039,646,15:30,4C,11/03/2023,24
517,402,12:30,1,11/03/2023,24
523,423,13:00,1,11/03/2023,24
001,542,14:00,1,11/03/2023,24
039,249,14:00,1,11/03/2023,24
084,229,15:00,1,11/03/2023,24
092,567,15:30,1,11/03/2023,24
403,514,15:30,1,11/03/2023,24
493,016,12:30,4D,11/03/2023,24
092,601,12:30,4D,11/03/2023,24
574,999,13:00,4D,11/03/2023,24
152,649,14:00,4D,11/03/2023,24
070,644,14:30,4D,11/03/2023,24
181,641,15:30,4D,11/03/2023,24
569,214,15:30,4D,11/03/2023,24
541,044,12:30,2A,11/03/2023,24
292,402,13:30,2A,11/03/2023,24
274,599,14:00,2A,11/03/2023,24
263,024,14:00,2A,11/03/2023,24
031,035,15:00,2A,11/03/2023,24
630,132,15:30,2A,11/03/2023,24
504,109,15:30,2A,11/03/2023,24
090,402,13:30,3B,11/03/2023,24
600,597,14:00,3B,11/03/2023,24
622,602,14:00,3B,11/03/2023,24
053,268,15:30,3B,11/03/2023,24
623,582,15:30,3B,11/03/2023,24
359,499,15:30,3B,11/03/2023,24
049,221,15:30,3B,11/03/2023,24
109,345,13:30,6B,11/03/2023,24
268,035,13:30,6B,11/03/2023,24
092,292,14:00,6B,11/03/2023,24
229,049,15:30,6B,11/03/2023,24
001,039,15:30,6B,11/03/2023,24
263,306,15:30,6B,11/03/2023,24
047,343,15:30,6B,11/03/2023,24
652,659,14:00,5B,11/03/2023,24
572,417,14:00,5B,11/03/2023,24
498,999,15:30,5B,11/03/2023,24
593,619,15:30,5B,11/03/2023,24
514,655,15:30,5B,11/03/2023,24
635,661,15:30,5B,11/03/2023,24
338,330,15:30,5B,11/03/2023,24
152,137,14:00,2B,11/03/2023,24
002,416,14:00,2B,11/03/2023,24
589,109,14:45,2B,11/03/2023,24
292,345,15:00,2B,11/03/2023,24
030,388,15:30,2B,11/03/2023,24
578,044,15:30,2B,11/03/2023,24
001,132,15:30,2B,11/03/2023,24
338,280,14:00,6C,11/03/2023,24
100,395,14:00,6C,11/03/2023,24
072,268,14:00,6C,11/03/2023,24
152,221,14:00,6C,11/03/2023,24
001,007,14:00,6C,11/03/2023,24
109,451,15:00,6C,11/03/2023,24
467,039,15:30,6C,11/03/2023,24
999,656,00:00,5C,18/03/2023,25
517,662,12:30,5C,18/03/2023,25
303,428,12:30,5C,18/03/2023,25
063,100,13:30,5C,18/03/2023,25
128,660,14:00,5C,18/03/2023,25
664,658,15:30,5C,18/03/2023,25
663,657,15:30,5C,18/03/2023,25
999,123,00:00,6E,18/03/2023,25
237,001,12:30,6E,18/03/2023,25
427,404,12:30,6E,18/03/2023,25
401,537,14:00,6E,18/03/2023,25
039,132,15:30,6E,18/03/2023,25
128,517,15:30,6E,18/03/2023,25
375,498,15:30,6E,18/03/2023,25
999,338,00:00,5B,18/03/2023,25
652,655,14:00,5B,18/03/2023,25
572,661,14:00,5B,18/03/2023,25
619,659,15:00,5B,18/03/2023,25
635,498,15:30,5B,18/03/2023,25
593,417,15:30,5B,18/03/2023,25
514,330,15:30,5B,18/03/2023,25
303,044,11:00,6D,18/03/2023,25
412,132,15:00,6D,18/03/2023,25
084,093,15:00,6D,18/03/2023,25
181,416,15:00,6D,18/03/2023,25
075,402,15:30,6D,18/03/2023,25
347,002,15:30,6D,18/03/2023,25
455,151,15:30,6D,18/03/2023,25
109,645,12:00,5A,18/03/2023,25
516,132,12:30,5A,18/03/2023,25
611,562,13:30,5A,18/03/2023,25
620,653,14:00,5A,18/03/2023,25
075,999,14:00,5A,18/03/2023,25
152,007,15:30,5A,18/03/2023,25
153,459,15:30,5A,18/03/2023,25
649,641,12:30,4D,18/03/2023,25
016,569,12:30,4D,18/03/2023,25
092,999,12:30,4D,18/03/2023,25
574,493,13:00,4D,18/03/2023,25
152,601,14:00,4D,18/03/2023,25
070,214,14:30,4D,18/03/2023,25
181,644,15:30,4D,18/03/2023,25
001,562,12:30,3C,18/03/2023,25
611,598,14:00,3C,18/03/2023,25
303,048,14:00,3C,18/03/2023,25
627,343,15:30,3C,18/03/2023,25
221,626,15:30,3C,18/03/2023,25
544,151,15:30,3C,18/03/2023,25
579,603,15:30,3C,18/03/2023,25
092,423,12:30,6A,18/03/2023,25
517,388,14:00,6A,18/03/2023,25
033,402,14:00,6A,18/03/2023,25
249,132,14:00,6A,18/03/2023,25
445,376,14:00,6A,18/03/2023,25
005,038,15:15,6A,18/03/2023,25
152,292,15:30,6A,18/03/2023,25
517,229,12:30,1,18/03/2023,25
523,403,13:00,1,18/03/2023,25
001,402,14:00,1,18/03/2023,25
039,567,14:00,1,18/03/2023,25
249,542,15:30,1,18/03/2023,25
514,084,15:30,1,18/03/2023,25
092,423,15:30,1,18/03/2023,25
445,999,12:30,4B,18/03/2023,25
455,999,13:00,4B,18/03/2023,25
412,522,13:30,4B,18/03/2023,25
039,628,13:30,4B,18/03/2023,25
359,306,14:00,4B,18/03/2023,25
067,606,14:00,4B,18/03/2023,25
497,345,15:00,4B,18/03/2023,25
541,274,12:30,2A,18/03/2023,25
292,024,13:30,2A,18/03/2023,25
035,132,14:00,2A,18/03/2023,25
599,263,14:00,2A,18/03/2023,25
031,109,15:00,2A,18/03/2023,25
504,044,15:30,2A,18/03/2023,25
630,402,15:30,2A,18/03/2023,25
625,416,12:30,3D,18/03/2023,25
235,084,14:00,3D,18/03/2023,25
523,624,14:45,3D,18/03/2023,25
647,634,15:00,3D,18/03/2023,25
303,401,15:30,3D,18/03/2023,25
637,566,15:30,3D,18/03/2023,25
643,402,15:30,3D,18/03/2023,25
035,039,12:30,6B,18/03/2023,25
109,343,13:30,6B,18/03/2023,25
268,292,13:30,6B,18/03/2023,25
092,306,14:00,6B,18/03/2023,25
049,047,15:30,6B,18/03/2023,25
001,345,15:30,6B,18/03/2023,25
263,229,15:30,6B,18/03/2023,25
181,056,12:30,4A,18/03/2023,25
001,654,12:30,4A,18/03/2023,25
057,999,14:00,4A,18/03/2023,25
503,648,15:00,4A,18/03/2023,25
629,488,15:30,4A,18/03/2023,25
022,039,15:30,4A,18/03/2023,25
221,574,15:30,4A,18/03/2023,25
090,268,13:30,3B,18/03/2023,25
600,402,14:00,3B,18/03/2023,25
221,597,14:00,3B,18/03/2023,25
623,622,15:30,3B,18/03/2023,25
602,053,15:30,3B,18/03/2023,25
359,582,15:30,3B,18/03/2023,25
049,499,15:30,3B,18/03/2023,25
130,123,14:00,4C,18/03/2023,25
359,999,14:00,4C,18/03/2023,25
279,093,14:00,4C,18/03/2023,25
039,514,15:30,4C,18/03/2023,25
401,392,15:30,4C,18/03/2023,25
617,263,15:30,4C,18/03/2023,25
646,132,15:30,4C,18/03/2023,25
001,395,14:00,6C,18/03/2023,25
280,072,14:00,6C,18/03/2023,25
100,338,14:00,6C,18/03/2023,25
152,007,14:00,6C,18/03/2023,25
221,039,14:00,6C,18/03/2023,25
109,268,15:00,6C,18/03/2023,25
467,451,15:30,6C,18/03/2023,25
357,109,14:00,3A,18/03/2023,25
605,420,14:00,3A,18/03/2023,25
181,340,14:00,3A,18/03/2023,25
217,268,15:00,3A,18/03/2023,25
537,343,15:00,3A,18/03/2023,25
359,556,15:30,3A,18/03/2023,25
169,543,15:30,3A,18/03/2023,25
152,109,14:00,2B,18/03/2023,25
589,044,14:45,2B,18/03/2023,25
292,388,15:00,2B,18/03/2023,25
137,132,15:30,2B,18/03/2023,25
001,345,15:30,2B,18/03/2023,25
416,030,15:30,2B,18/03/2023,25
578,002,15:30,2B,18/03/2023,25
999,459,00:00,5A,25/03/2023,26
516,611,12:30,5A,25/03/2023,26
132,075,13:00,5A,25/03/2023,26
007,109,13:30,5A,25/03/2023,26
562,620,14:00,5A,25/03/2023,26
645,653,14:00,5A,25/03/2023,26
153,152,15:30,5A,25/03/2023,26
999,345,00:00,4B,25/03/2023,26
999,445,00:00,4B,25/03/2023,26
522,359,12:30,4B,25/03/2023,26
412,039,13:30,4B,25/03/2023,26
067,455,14:00,4B,25/03/2023,26
306,606,14:00,4B,25/03/2023,26
628,497,15:30,4B,25/03/2023,26
999,593,00:00,5B,25/03/2023,26
659,572,12:30,5B,25/03/2023,26
655,635,12:30,5B,25/03/2023,26
661,338,13:30,5B,25/03/2023,26
330,498,14:00,5B,25/03/2023,26
417,514,15:00,5B,25/03/2023,26
619,652,15:00,5B,25/03/2023,26
999,263,00:00,4C,25/03/2023,26
123,401,14:00,4C,25/03/2023,26
093,392,15:30,4C,25/03/2023,26
514,279,15:30,4C,25/03/2023,26
132,359,15:30,4C,25/03/2023,26
646,130,15:30,4C,25/03/2023,26
617,039,15:30,4C,25/03/2023,26
999,569,00:00,4D,25/03/2023,26
016,152,12:30,4D,25/03/2023,26
649,181,12:30,4D,25/03/2023,26
641,092,12:30,4D,25/03/2023,26
214,493,14:00,4D,25/03/2023,26
644,574,14:45,4D,25/03/2023,26
601,070,15:30,4D,25/03/2023,26
657,128,11:30,5C,25/03/2023,26
656,660,12:30,5C,25/03/2023,26
063,663,13:30,5C,25/03/2023,26
100,303,14:00,5C,25/03/2023,26
662,999,15:00,5C,25/03/2023,26
428,658,15:30,5C,25/03/2023,26
664,517,15:30,5C,25/03/2023,26
109,537,12:00,3A,25/03/2023,26
343,268,12:30,3A,25/03/2023,26
556,420,14:00,3A,25/03/2023,26
605,357,14:00,3A,25/03/2023,26
543,359,14:30,3A,25/03/2023,26
340,217,15:30,3A,25/03/2023,26
169,181,15:30,3A,25/03/2023,26
035,001,12:30,6B,25/03/2023,26
345,263,14:00,6B,25/03/2023,26
343,229,14:00,6B,25/03/2023,26
292,109,15:00,6B,25/03/2023,26
039,092,15:30,6B,25/03/2023,26
049,268,15:30,6B,25/03/2023,26
306,047,15:30,6B,25/03/2023,26
343,603,12:30,3C,25/03/2023,26
598,627,12:30,3C,25/03/2023,26
562,579,15:30,3C,25/03/2023,26
626,303,15:30,3C,25/03/2023,26
221,001,15:30,3C,25/03/2023,26
544,611,15:30,3C,25/03/2023,26
048,151,15:30,3C,25/03/2023,26
416,647,12:30,3D,25/03/2023,26
235,625,14:00,3D,25/03/2023,26
634,624,14:00,3D,25/03/2023,26
402,523,14:00,3D,25/03/2023,26
566,303,14:00,3D,25/03/2023,26
637,643,15:30,3D,25/03/2023,26
401,084,15:30,3D,25/03/2023,26
044,263,12:30,2A,25/03/2023,26
402,541,12:30,2A,25/03/2023,26
132,504,13:00,2A,25/03/2023,26
024,274,13:30,2A,25/03/2023,26
035,630,14:00,2A,25/03/2023,26
599,031,14:00,2A,25/03/2023,26
109,292,15:00,2A,25/03/2023,26
039,181,12:30,4A,25/03/2023,26
488,999,13:00,4A,25/03/2023,26
574,629,13:00,4A,25/03/2023,26
057,022,14:00,4A,25/03/2023,26
221,001,15:30,4A,25/03/2023,26
056,648,15:30,4A,25/03/2023,26
654,503,15:30,4A,25/03/2023,26
402,623,12:30,3B,25/03/2023,26
221,600,14:00,3B,25/03/2023,26
597,359,15:00,3B,25/03/2023,26
268,622,15:30,3B,25/03/2023,26
582,053,15:30,3B,25/03/2023,26
499,090,15:30,3B,25/03/2023,26
602,049,15:30,3B,25/03/2023,26
345,578,12:30,2B,25/03/2023,26
109,292,13:30,2B,25/03/2023,26
388,002,13:45,2B,25/03/2023,26
044,030,14:00,2B,25/03/2023,26
132,589,15:30,2B,25/03/2023,26
137,001,15:30,2B,25/03/2023,26
416,152,15:30,2B,25/03/2023,26
132,303,13:00,6D,25/03/2023,26
416,084,14:00,6D,25/03/2023,26
044,151,14:00,6D,25/03/2023,26
093,002,14:00,6D,25/03/2023,26
412,075,15:00,6D,25/03/2023,26
455,181,15:30,6D,25/03/2023,26
402,347,15:30,6D,25/03/2023,26
423,084,13:00,1,25/03/2023,26
567,517,13:30,1,25/03/2023,26
542,092,13:30,1,25/03/2023,26
229,403,14:00,1,25/03/2023,26
402,523,14:00,1,25/03/2023,26
514,039,15:30,1,25/03/2023,26
249,001,15:30,1,25/03/2023,26
292,517,13:30,6A,25/03/2023,26
249,033,14:00,6A,25/03/2023,26
423,038,14:30,6A,25/03/2023,26
005,152,15:15,6A,25/03/2023,26
402,445,15:30,6A,25/03/2023,26
388,376,15:30,6A,25/03/2023,26
132,092,15:30,6A,25/03/2023,26
221,467,14:00,6C,25/03/2023,26
280,152,14:00,6C,25/03/2023,26
039,001,14:00,6C,25/03/2023,26
268,338,14:00,6C,25/03/2023,26
395,072,14:00,6C,25/03/2023,26
007,109,15:00,6C,25/03/2023,26
451,100,15:30,6C,25/03/2023,26
537,427,15:00,6E,25/03/2023,26
039,999,15:30,6E,25/03/2023,26
404,517,15:30,6E,25/03/2023,26
132,237,15:30,6E,25/03/2023,26
001,498,15:30,6E,25/03/2023,26
375,401,15:30,6E,25/03/2023,26
123,128,15:30,6E,25/03/2023,26
