home_club_id,away_club_id,time,division,date,day,played,result,time_most_frequent,datetime_start,datetime_end
522,445,12:30,4B,2022-09-10,2,False,,12:30,2022-09-10 12:30:00+02:00,2022-09-10 13:40:00+02:00
522,606,12:30,4B,2022-09-24,4,True,1-3,12:30,2022-09-24 12:30:00+02:00,2022-09-24 13:40:00+02:00
522,999,12:30,4B,2022-10-08,6,False,,12:30,2022-10-08 12:30:00+02:00,2022-10-08 13:40:00+02:00
522,628,12:30,4B,2022-10-22,8,True,3-1,12:30,2022-10-22 12:30:00+02:00,2022-10-22 13:40:00+02:00
522,39,12:30,4B,2022-11-19,11,True,5-2,12:30,2022-11-19 12:30:00+01:00,2022-11-19 13:40:00+01:00
522,497,12:30,4B,2022-12-10,14,False,,12:30,2022-12-10 12:30:00+01:00,2022-12-10 13:40:00+01:00
522,345,12:30,4B,2023-01-14,17,False,,12:30,2023-01-14 12:30:00+01:00,2023-01-14 13:40:00+01:00
522,306,12:30,4B,2023-01-28,19,False,,12:30,2023-01-28 12:30:00+01:00,2023-01-28 13:40:00+01:00
522,999,12:30,4B,2023-02-11,21,False,,12:30,2023-02-11 12:30:00+01:00,2023-02-11 13:40:00+01:00
522,455,12:30,4B,2023-02-25,22,False,,12:30,2023-02-25 12:30:00+01:00,2023-02-25 13:40:00+01:00
522,67,12:30,4B,2023-03-04,23,False,,12:30,2023-03-04 12:30:00+01:00,2023-03-04 13:40:00+01:00
522,359,12:30,4B,2023-03-25,26,False,,12:30,2023-03-25 12:30:00+01:00,2023-03-25 13:40:00+01:00
345,497,14:00,4B,2022-09-03,1,True,4-2,14:00,2022-09-03 14:00:00+02:00,2022-09-03 15:10:00+02:00
345,628,14:00,4B,2022-09-17,3,True,1-2,14:00,2022-09-17 14:00:00+02:00,2022-09-17 15:10:00+02:00
345,522,14:00,4B,2022-10-01,5,True,0-3,14:00,2022-10-01 14:00:00+02:00,2022-10-01 15:10:00+02:00
